"IATA","Airport Name","City Name","Country Name","Population"
"YXJ","Fort St John","Fort St John","Canada","Missing[""NotAvailable""]"
"YXK","Rimouski","Rimouski","Canada",42240
"YXL","Sioux Lookout","Sioux Lookout","Canada",3730
"YXN","Whale Cove","Whale Cove","Canada","Missing[""NotAvailable""]"
"YXP","Pangnirtung","Pangnirtung","Canada",1325
"YXR","Earlton","Earlton","Canada",53
"YXS","Prince George (CA) BC","Prince George (CA) BC","Canada","Missing[""NotAvailable""]"
"YXS","Prince George","Prince George","Canada",65082
"YXS","Prince George Airport","Prince George","Canada",65082
"YXT","Terrace","Terrace","Canada",18581
"YXU","London","London","Canada",366151
"YXU","London Municipal Apt","London","Canada",366151
"YXU","London Municipal Apt","London (CA)","Canada",366151
"YXU","London International","London (CA)","Canada",366151
"YXX","Abbotsford","Abbotsford","Canada",133497
"YXY","Whitehorse","Whitehorse","Canada",20461
"YXZ","Wawa","Wawa","Canada",3463
"YYB","North Bay","North Bay","Canada",53100
"YYC","Calgary","Calgary","Canada",1149552
"YYD","Smithers","Smithers","Canada",5247
"YYE","Fort Nelson","Fort Nelson","Canada",4514
"YYF","Penticton","Penticton","Canada",43313
"YYG","Charlottetown (CA) PE","Charlottetown (CA) PE","Canada","Missing[""NotAvailable""]"
"YYG","Charlottetown","Charlottetown","Canada",58625
"YYH","Taloyak","Taloyak","Canada","Missing[""NotAvailable""]"
"YYH","Taloyoak","Taloyoak","Canada","Missing[""NotAvailable""]"
"YYJ","Victoria International Apt","Victoria (CA)","Canada",80017
"YYL","Lynn Lake","Lynn Lake","Canada","Missing[""NotAvailable""]"
"YYQ","Churchill (CA) MN","Churchill (CA) MN","Canada","Missing[""NotAvailable""]"
"YYQ","Churchill","Churchill","Canada",813
"YYQ","Churchill Airport","Churchill","Canada",813
"YYR","Goose Bay","Goose Bay","Canada","Missing[""NotAvailable""]"
"YYT","St Johns","St Johns","Canada",106172
"YYU","Kapuskasing","Kapuskasing","Canada",9240
"YYY","Mont Joli","Mont Joli","Canada",5984
"YYZ","Toronto Lester B Pearson Intl Apt","Toronto","Canada",2615060
"YYZ","Lester B Pearson Intl","Toronto","Canada",2615060
"YYZ","Toronto Lester B Pearson Intl","Toronto","Canada",2615060
"YZA","Ashcroft","Ashcroft","Canada",1796
"YZE","Gore Bay","Gore Bay","Canada","Missing[""NotAvailable""]"
"YZF","Yellowknife","Yellowknife","Canada",17863
"YZG","Salluit","Salluit","Canada","Missing[""NotAvailable""]"
"YZP","Sandspit","Sandspit","Canada","Missing[""NotAvailable""]"
"YZR","Sarnia (CA) OT","Sarnia (CA) OT","Canada","Missing[""NotAvailable""]"
"YZR","Sarnia","Sarnia","Canada",88793
"YZR","Chris Hadfield","Sarnia","Canada",88793
"YZR","Sarnia Chris Hadfield Apt","Sarnia","Canada",88793
"YZS","Coral Harbour","Coral Harbour","Canada","Missing[""NotAvailable""]"
"YZT","Port Hardy","Port Hardy","Canada",4628
"YZU","Whitecourt","Whitecourt","Canada",8971
"YZV","Sept-Iles","Sept-Iles","Canada",22837
"ZAC","York Landing","York Landing","Canada","Missing[""NotAvailable""]"
"ZBF","Bathurst (CA)","Bathurst (CA)","Canada",18154
"ZEL","Bella Bella","Bella Bella","Canada","Missing[""NotAvailable""]"
"ZEM","East Main","East Main","Canada","Missing[""NotAvailable""]"
"ZFA","Faro (CA)","Faro (CA)","Canada",344
"ZFD","Fond du Lac","Fond du Lac","Canada",42917
"ZFD","Fond du Lac (CA)","Fond du Lac (CA)","Canada",42917
"ZFM","Fort Mcpherson","Fort Mcpherson","Canada","Missing[""NotAvailable""]"
"ZFN","Fort Norman","Fort Norman","Canada","Missing[""NotAvailable""]"
"ZFN","Tulita Fort Norman","Tulita Fort Norman","Canada","Missing[""NotAvailable""]"
"ZGI","Gods River","Gods River","Canada","Missing[""NotAvailable""]"
"ZGR","Little Grand Rapids","Little Grand Rapids","Canada","Missing[""NotAvailable""]"
"ZGS","Gethsemani","Gethsemani","Canada","Missing[""NotAvailable""]"
"ZJG","Jenpeg","Jenpeg","Canada","Missing[""NotAvailable""]"
"ZJN","Swan River","Swan River","Canada",4198
"ZKE","Kaschechewan","Kaschechewan","Canada","Missing[""NotAvailable""]"
"ZKE","Kashechewan","Kashechewan","Canada","Missing[""NotAvailable""]"
"ZKG","Kegaska","Kegaska","Canada","Missing[""NotAvailable""]"
"ZLT","La Tabatiere","La Tabatiere","Canada","Missing[""NotAvailable""]"
"ZMT","Masset","Masset","Canada","Missing[""NotAvailable""]"
"ZNA","Nanaimo Harbour","Nanaimo","Canada",83751
"ZOF","Ocean Falls","Ocean Falls","Canada","Missing[""NotAvailable""]"
"ZPB","Sachigo Lake","Sachigo Lake","Canada","Missing[""NotAvailable""]"
"ZQS","Queen Charlotte Is","Queen Charlotte Is","Canada","Missing[""NotAvailable""]"
"ZRJ","Round Lake","Round Lake","Canada","Missing[""NotAvailable""]"
"ZSJ","Sandy Lake","Sandy Lake","Canada",649
"ZSW","Prince Rupert Seal Cove Apt","Prince Rupert","Canada",12815
"ZTB","Tete-a-La Baleine","Tete-a-La Baleine","Canada","Missing[""NotAvailable""]"
"ZTM","Shamattawa","Shamattawa","Canada","Missing[""NotAvailable""]"
"ZUM","Churchill Falls","Churchill Falls","Canada","Missing[""NotAvailable""]"
"ZWL","Wollaston Lake","Wollaston Lake","Canada","Missing[""NotAvailable""]"
"AAA","Anaa","Anaa","French Polynesia",461
"AAB","Arrabury","Arrabury","Australia","Missing[""NotAvailable""]"
"AAK","Aranuka","Aranuka","Kiribati","Missing[""NotAvailable""]"
"AAU","Asau","Asau","Samoa",1308
"ABF","Abaiang","Abaiang","Kiribati","Missing[""NotAvailable""]"
"ABM","Bamaga","Bamaga","Australia","Missing[""NotAvailable""]"
"ABX","Albury","Albury","Australia",48629
"ADL","Adelaide International","Adelaide","Australia",1262940
"ADO","Andamooka","Andamooka","Australia","Missing[""NotAvailable""]"
"AEA","Abemama Atoll","Abemama Atoll","Kiribati","Missing[""NotAvailable""]"
"AEA","Abemama","Abemama","Kiribati","Missing[""NotAvailable""]"
"AFT","Afutara","Afutara","Solomon Islands","Missing[""NotAvailable""]"
"AGL","Wanigela","Wanigela","Papua New Guinea","Missing[""NotAvailable""]"
"AHE","Ahe","Ahe","French Polynesia",561
"AIC","Airok","Airok","Marshall Islands",162
"AIE","Aiome","Aiome","Papua New Guinea","Missing[""NotAvailable""]"
"AIM","Ailuk Island","Ailuk Island","Marshall Islands","Missing[""NotAvailable""]"
"AIS","Arorae Island","Arorae Island","Kiribati","Missing[""NotAvailable""]"
"AIS","Arorae","Arorae","Kiribati","Missing[""NotAvailable""]"
"AIT","Aitutaki Island","Aitutaki Island","Cook Islands","Missing[""NotAvailable""]"
"AIU","Atiu Island","Atiu Island","Cook Islands","Missing[""NotAvailable""]"
"AKG","Anguganak","Anguganak","Papua New Guinea","Missing[""NotAvailable""]"
"AKL","Auckland International Apt","Auckland","New Zealand",462200
"AKS","Auki","Auki","Solomon Islands",4336
"ALH","Albany","Albany","Australia",25196
"ALH","Albany (AU)","Albany","Australia",25196
"AMF","Ama","Ama","Papua New Guinea","Missing[""NotAvailable""]"
"AMR","Arno","Arno","Marshall Islands","Missing[""NotAvailable""]"
"AMU","Amanab","Amanab","Papua New Guinea","Missing[""NotAvailable""]"
"AOB","Annanberg","Annanberg","Papua New Guinea","Missing[""NotAvailable""]"
"APK","Apataki","Apataki","French Polynesia",492
"APP","Asapa","Asapa","Papua New Guinea","Missing[""NotAvailable""]"
"APR","April River","April River","Papua New Guinea","Missing[""NotAvailable""]"
"APW","Apia Faleolo Apt","Apia","Samoa",37237
"ARM","Armidale","Armidale","Australia",19485
"ARP","Aragip","Aragip","Papua New Guinea","Missing[""NotAvailable""]"
"ASP","Alice Springs Airport","Alice Springs","Australia",21622
"ASZ","Asirim","Asirim","Papua New Guinea","Missing[""NotAvailable""]"
"ATD","Atoifi","Atoifi","Solomon Islands","Missing[""NotAvailable""]"
"ATN","Namatanai","Namatanai","Papua New Guinea",1376
"ATP","Aitape Airstrip","Aitape","Papua New Guinea",5547
"ATP","Aitape","Aitape","Papua New Guinea",5547
"AUJ","Ambunti","Ambunti","Papua New Guinea",2073
"AUL","Aur Island","Aur Island","Marshall Islands","Missing[""NotAvailable""]"
"AUP","Agaun","Agaun","Papua New Guinea","Missing[""NotAvailable""]"
"AUQ","Atuona","Atuona","French Polynesia",1762
"AUQ","Hiva Oa","Hiva Oa","French Polynesia","Missing[""NotAvailable""]"
"AUU","Aurukun Mission","Aurukun Mission","Australia","Missing[""NotAvailable""]"
"AUU","Aurukun","Aurukun","Australia","Missing[""NotAvailable""]"
"AUV","Aumo","Aumo","Papua New Guinea","Missing[""NotAvailable""]"
"AUY","Aneityum","Aneityum","Vanuatu","Missing[""NotAvailable""]"
"AVU","Avu Avu","Avu Avu","Solomon Islands","Missing[""NotAvailable""]"
"AVV","Avalon","Avalon","Australia","Missing[""NotAvailable""]"
"AVV","Melbourne Avalon Airport","Melbourne (AU)","Australia",4169103
"AWB","Awaba","Awaba","Papua New Guinea","Missing[""NotAvailable""]"
"AWD","Aniwa","Aniwa","Vanuatu",250
"AXR","Arutua","Arutua","French Polynesia",725
"AYQ","Ayers Rock","Ayers Rock","Australia","Missing[""NotAvailable""]"
"AYU","Aiyura","Aiyura","Papua New Guinea","Missing[""NotAvailable""]"
"AZB","Amazon Bay","Amazon Bay","Papua New Guinea","Missing[""NotAvailable""]"
"BAA","Bialla","Bialla","Papua New Guinea","Missing[""NotAvailable""]"
"BAJ","Bali","Bali","Papua New Guinea","Missing[""NotAvailable""]"
"BAS","Balalae","Balalae","Solomon Islands","Missing[""NotAvailable""]"
"BBG","Butaritari","Butaritari","Kiribati",2583
"BBL","Ballera","Ballera","Australia","Missing[""NotAvailable""]"
"BCI","Barcaldine","Barcaldine","Australia","Missing[""NotAvailable""]"
"BCP","Bambu","Bambu","Papua New Guinea","Missing[""NotAvailable""]"
"BDB","Bundaberg","Bundaberg","Australia",66176
"BDD","Badu Island","Badu Island","Australia","Missing[""NotAvailable""]"
"BEO","Newcastle Belmont Apt","Newcastle (AU)","Australia",531191
"BEU","Bedourie","Bedourie","Australia","Missing[""NotAvailable""]"
"BEZ","Beru","Beru","Kiribati",80
"BFC","Bloomfield River","Bloomfield River","Australia","Missing[""NotAvailable""]"
"BHE","Blenheim","Blenheim","New Zealand",28527
"BHQ","Broken Hill","Broken Hill","Australia",18854
"BHS","Bathurst (AU)","Bathurst (AU)","Australia","Missing[""NotAvailable""]"
"BII","Bikini Atoll","Bikini Atoll","Marshall Islands","Missing[""NotAvailable""]"
"BIW","Billiluna","Billiluna","Australia","Missing[""NotAvailable""]"
"BKQ","Blackall","Blackall","Australia",3165
"BLT","Blackwater","Blackwater","Australia",7250
"BME","Broome","Broome","Australia",11547
"BMP","Brampton Island","Brampton Island","Australia","Missing[""NotAvailable""]"
"BMY","Belep Island","Belep Island","New Caledonia","Missing[""NotAvailable""]"
"BMY","Ile Art","Ile Art","New Caledonia","Missing[""NotAvailable""]"
"BNE","Brisbane","Brisbane","Australia",2146577
"BNK","Ballina","Ballina","Australia",16477
"BNT","Bundi","Bundi","Papua New Guinea","Missing[""NotAvailable""]"
"BNY","Bellona","Bellona","Solomon Islands",5100
"BOB","Bora Bora","Bora Bora","French Polynesia","Missing[""NotAvailable""]"
"BOT","Boset","Boset","Papua New Guinea","Missing[""NotAvailable""]"
"BOV","Boang","Boang","Papua New Guinea","Missing[""NotAvailable""]"
"BOX","Borroloola","Borroloola","Australia","Missing[""NotAvailable""]"
"BPD","Bapi","Bapi","Papua New Guinea","Missing[""NotAvailable""]"
"BPF","Batuna","Batuna","Solomon Islands","Missing[""NotAvailable""]"
"BQL","Boulia","Boulia","Australia","Missing[""NotAvailable""]"
"BQW","Balgo Hills","Balgo Hills","Australia","Missing[""NotAvailable""]"
"BRK","Bourke","Bourke","Australia",5297
"BRT","Bathurst Island","Bathurst Island","Australia","Missing[""NotAvailable""]"
"BUA","Buka","Buka","Papua New Guinea",40266
"BUC","Burketown","Burketown","Australia","Missing[""NotAvailable""]"
"BUL","Bulolo","Bulolo","Papua New Guinea",16042
"BUY","Bunbury","Bunbury","Australia",63202
"BVI","Birdsville","Birdsville","Australia","Missing[""NotAvailable""]"
"BWB","Barrow Island","Barrow Island","Australia","Missing[""NotAvailable""]"
"BWP","Bewani","Bewani","Papua New Guinea","Missing[""NotAvailable""]"
"BWQ","Brewarrina","Brewarrina","Australia","Missing[""NotAvailable""]"
"BWT","Burnie","Burnie","Australia",19160
"BWU","Bankstown","Bankstown","Australia","Missing[""NotAvailable""]"
"BWU","Sydney Bankstown","Sydney Bankstown","Australia","Missing[""NotAvailable""]"
"BWU","Sydney Bankstown","Sydney (AU)","Australia",4627345
"BXG","Bendigo","Bendigo","Australia",89666
"BXZ","Bunsil","Bunsil","Papua New Guinea","Missing[""NotAvailable""]"
"BYP","Barimunya","Barimunya","Australia","Missing[""NotAvailable""]"
"CAZ","Cobar","Cobar","Australia",7015
"CBI","Cape Barren Island","Cape Barren Island","Australia","Missing[""NotAvailable""]"
"CBR","Canberra","Canberra","Australia",351868
"CBY","Canobie","Canobie","Australia","Missing[""NotAvailable""]"
"CCL","Chinchilla","Chinchilla","Australia",8462
"CCV","Craig Cove","Craig Cove","Vanuatu","Missing[""NotAvailable""]"
"CED","Ceduna","Ceduna","Australia",2289
"CFS","Coffs Harbour","Coffs Harbour","Australia",51538
"CGC","Cape Gloucester","Cape Gloucester","Papua New Guinea","Missing[""NotAvailable""]"
"CHC","Christchurch","Christchurch","New Zealand",363200
"CHT","Chatham Island","Chatham Island","New Zealand","Missing[""NotAvailable""]"
"CHY","Choiseul Bay","Choiseul Bay","Solomon Islands","Missing[""NotAvailable""]"
"CIS","Canton Island","Canton Island","Kiribati","Missing[""NotAvailable""]"
"CJF","Coondewanna","Coondewanna","Australia","Missing[""NotAvailable""]"
"CKI","Croker Island","Croker Island","Australia","Missing[""NotAvailable""]"
"CKW","Christmas Creek Mine","Christmas Creek Mine","Australia","Missing[""NotAvailable""]"
"CMA","Cunnamulla","Cunnamulla","Australia","Missing[""NotAvailable""]"
"CMD","Cootamundra","Cootamundra","Australia",4931
"CMQ","Clermont","Clermont","Australia","Missing[""NotAvailable""]"
"CMU","Kundiawa","Kundiawa","Papua New Guinea",9383
"CNB","Coonamble","Coonamble","Australia",7097
"CNC","Coconut Island","Coconut Island","Australia","Missing[""NotAvailable""]"
"CNJ","Cloncurry","Cloncurry","Australia",4884
"CNS","Cairns","Cairns","Australia",142001
"COJ","Coonabarabran","Coonabarabran","Australia","Missing[""NotAvailable""]"
"CPD","Coober Pedy","Coober Pedy","Australia","Missing[""NotAvailable""]"
"CPI","Cape Orford","Cape Orford","Papua New Guinea","Missing[""NotAvailable""]"
"CSI","Casino","Casino","Australia",9539
"CST","Castaway","Castaway","Fiji","Missing[""NotAvailable""]"
"CTL","Charleville","Charleville","Australia","Missing[""NotAvailable""]"
"CTN","Cooktown","Cooktown","Australia",2093
"CUG","Cudal","Cudal","Australia","Missing[""NotAvailable""]"
"CUQ","Coen","Coen","Australia","Missing[""NotAvailable""]"
"CUY","Cue","Cue","Australia","Missing[""NotAvailable""]"
"CVB","Chungribu","Chungribu","Papua New Guinea","Missing[""NotAvailable""]"
"CVC","Cleve","Cleve","Australia",49124
"CVL","Cape Vogel","Cape Vogel","Papua New Guinea","Missing[""NotAvailable""]"
"CVQ","Carnarvon","Carnarvon","Australia",7392
"CWT","Cowra","Cowra","Australia",10003
"CXI","Christmas Island (KI)","Christmas Island (KI)","Kiribati","Missing[""NotAvailable""]"
"CXI","Kiritimati","Kiritimati","Kiribati","Missing[""NotAvailable""]"
"DAU","Daru","Daru","Papua New Guinea",15214
"DBO","Dubbo","Dubbo","Australia",36653
"DBP","Debepare","Debepare","Papua New Guinea","Missing[""NotAvailable""]"
"DCN","Derby","Derby","Australia",3093
"DCN","Derby (AU) WA","Derby (AU) WA","Australia","Missing[""NotAvailable""]"
"DDI","Daydream Island","Daydream Island","Australia","Missing[""NotAvailable""]"
"DDM","Dodoima","Dodoima","Papua New Guinea","Missing[""NotAvailable""]"
"DER","Derim","Derim","Papua New Guinea","Missing[""NotAvailable""]"
"DGD","Dalgaranga","Dalgaranga","Australia","Missing[""NotAvailable""]"
"DGE","Mudgee","Mudgee","Australia",9042
"DKI","Dunk Island","Dunk Island","Australia","Missing[""NotAvailable""]"
"DLY","Dillons Bay","Dillons Bay","Vanuatu","Missing[""NotAvailable""]"
"DMD","Doomadgee Mission","Doomadgee Mission","Australia","Missing[""NotAvailable""]"
"DNM","Denham","Denham","Australia",34
"DNQ","Deniliquin","Deniliquin","Australia",8024
"DOO","Dorobisoro","Dorobisoro","Papua New Guinea","Missing[""NotAvailable""]"
"DPO","Devonport","Devonport","Australia",19317
"DRB","Derby","Derby","Australia",3093
"DRB","Derby (AU) WA","Derby (AU) WA","Australia","Missing[""NotAvailable""]"
"DRW","Darwin International","Darwin","Australia",120652
"DUD","Dunedin","Dunedin","New Zealand",111000
"DYA","Dysart","Dysart","Australia",1367
"EAE","Emae","Emae","Vanuatu","Missing[""NotAvailable""]"
"EAL","Kwajalein Atoll","Kwajalein Atoll","Marshall Islands","Missing[""NotAvailable""]"
"EAL","Elenak","Elenak","Marshall Islands","Missing[""NotAvailable""]"
"EBN","Ebadon","Ebadon","Marshall Islands",128
"EBO","Ebon","Ebon","Marshall Islands","Missing[""NotAvailable""]"
"EBO","Ebon Island","Ebon Island","Marshall Islands","Missing[""NotAvailable""]"
"EDR","Edward River","Edward River","Australia","Missing[""NotAvailable""]"
"EDR","Pormpuraaw","Pormpuraaw","Australia","Missing[""NotAvailable""]"
"EFG","Efogi","Efogi","Papua New Guinea","Missing[""NotAvailable""]"
"EGM","Sege","Sege","Solomon Islands","Missing[""NotAvailable""]"
"EGM","Seghe","Seghe","Solomon Islands","Missing[""NotAvailable""]"
"EIA","Eia","Eia","Papua New Guinea","Missing[""NotAvailable""]"
"EJT","Mili Atoll","Mili Atoll","Marshall Islands","Missing[""NotAvailable""]"
"EJT","Enejet Island","Enejet Island","Marshall Islands","Missing[""NotAvailable""]"
"ELC","Elcho Island","Elcho Island","Australia","Missing[""NotAvailable""]"
"EMD","Emerald","Emerald","Australia",10999
"EMI","Emirau","Emirau","Papua New Guinea","Missing[""NotAvailable""]"
"EMO","Emo","Emo","Papua New Guinea","Missing[""NotAvailable""]"
"EMS","Embessa","Embessa","Papua New Guinea","Missing[""NotAvailable""]"
"ENT","Enewetak Island","Enewetak Island","Marshall Islands","Missing[""NotAvailable""]"
"EPR","Esperance","Esperance","Australia",7888
"ERB","Ernabella","Ernabella","Australia","Missing[""NotAvailable""]"
"ERE","Erave","Erave","Papua New Guinea","Missing[""NotAvailable""]"
"ESA","Esa'ala","Esa'ala","Papua New Guinea","Missing[""NotAvailable""]"
"EUA","Eua","Eua","Tonga","Missing[""NotAvailable""]"
"EXM","Exmouth Gulf","Exmouth Gulf","Australia","Missing[""NotAvailable""]"
"FAC","Faaite","Faaite","French Polynesia",366
"FAQ","Freida River","Freida River","Papua New Guinea","Missing[""NotAvailable""]"
"FAV","Fakarava","Fakarava","French Polynesia",855
"FGI","Apia Fagali'i Apt","Apia","Samoa",37237
"FGL","Fox Glacier","Fox Glacier","New Zealand",253
"FGU","Fangatau","Fangatau","French Polynesia",128
"FHZ","Fakahina","Fakahina","French Polynesia",162
"FIN","Finschhafen","Finschhafen","Papua New Guinea",1054
"FIZ","Fitzroy Crossing","Fitzroy Crossing","Australia","Missing[""NotAvailable""]"
"FLC","Falls Creek","Falls Creek","Australia",1024
"FLS","Flinders Island","Flinders Island","Australia","Missing[""NotAvailable""]"
"FNE","Fane","Fane","Papua New Guinea","Missing[""NotAvailable""]"
"FRB","Forbes","Forbes","Australia",6806
"FRE","Fera Island","Fera Island","Solomon Islands","Missing[""NotAvailable""]"
"FTA","Futuna Island","Futuna Island","Vanuatu","Missing[""NotAvailable""]"
"FTI","Fitiuta","Fitiuta","American Samoa","Missing[""NotAvailable""]"
"FUB","Fulleborn","Fulleborn","Papua New Guinea","Missing[""NotAvailable""]"
"FUN","Funafuti Atol","Funafuti Atol","Tuvalu","Missing[""NotAvailable""]"
"FUN","Funafuti","Funafuti","Tuvalu",4749
"FUT","Futuna","Futuna","Wallis and Futuna Islands","Missing[""NotAvailable""]"
"FVL","Flora Valley","Flora Valley","Australia","Missing[""NotAvailable""]"
"GAR","Garaina","Garaina","Papua New Guinea","Missing[""NotAvailable""]"
"GAZ","Guasopa","Guasopa","Papua New Guinea","Missing[""NotAvailable""]"
"GBL","Goulburn Island","Goulburn Island","Australia","Missing[""NotAvailable""]"
"GBW","Ginbata","Ginbata","Australia","Missing[""NotAvailable""]"
"GBZ","Great Barrier Island","Great Barrier Island","New Zealand","Missing[""NotAvailable""]"
"GEA","Noumea Magenta Apt","Noumea","New Caledonia",91386
"GEF","Geva","Geva","Solomon Islands","Missing[""NotAvailable""]"
"GET","Geraldton","Geraldton","Australia",35361
"GET","Geraldton (AU)","Geraldton (AU)","Australia",35361
"GEW","Gewoya","Gewoya","Papua New Guinea","Missing[""NotAvailable""]"
"GFF","Griffith","Griffith","Australia",16182
"GFN","Grafton","Grafton","Australia",17501
"GIC","Boigu Island","Boigu Island","Australia","Missing[""NotAvailable""]"
"GIS","Gisborne","Gisborne","New Zealand",33700
"GKA","Goroka","Goroka","Papua New Guinea",18503
"GKL","Great Keppel Island","Great Keppel Island","Australia","Missing[""NotAvailable""]"
"GLI","Glen Innes","Glen Innes","Australia","Missing[""NotAvailable""]"
"GLT","Gladstone","Gladstone","Australia",48796
"GMI","Gasmata","Gasmata","Papua New Guinea","Missing[""NotAvailable""]"
"GMR","Gambier Island","Gambier Island","French Polynesia","Missing[""NotAvailable""]"
"GMR","Totegegie","Totegegie","French Polynesia","Missing[""NotAvailable""]"
"GOC","Gora","Gora","Papua New Guinea","Missing[""NotAvailable""]"
"GOE","Gonalia","Gonalia","Papua New Guinea","Missing[""NotAvailable""]"
"GOV","Gove","Gove","Australia","Missing[""NotAvailable""]"
"GOV","Nhulunbuy","Nhulunbuy","Australia",3202
"GPN","Garden Point","Garden Point","Australia","Missing[""NotAvailable""]"
"GRL","Garasa","Garasa","Papua New Guinea","Missing[""NotAvailable""]"
"GSN","Mount Gunson","Mount Gunson","Australia","Missing[""NotAvailable""]"
"GTA","Gatokae","Gatokae","Solomon Islands","Missing[""NotAvailable""]"
"GTE","Groote Eylandt","Groote Eylandt","Australia","Missing[""NotAvailable""]"
"GTS","Granites","Granites","Australia","Missing[""NotAvailable""]"
"GTS","The Granites","The Granites","Australia","Missing[""NotAvailable""]"
"GUG","Guari","Guari","Papua New Guinea","Missing[""NotAvailable""]"
"GUH","Gunnedah","Gunnedah","Australia",7148
"GUL","Goulburn","Goulburn","Australia",20127
"GUM","Guam Agana Field Nas","Guam","Guam","Missing[""NotAvailable""]"
"GUM","Guam Antonio B Won Pat International","Guam","Guam","Missing[""NotAvailable""]"
"GUR","Alotau","Alotau","Papua New Guinea",12095
"GUV","Mougulu","Mougulu","Papua New Guinea","Missing[""NotAvailable""]"
"GVI","Green River","Green River","Papua New Guinea","Missing[""NotAvailable""]"
"GYL","Argyle","Argyle","Australia","Missing[""NotAvailable""]"
"GYZ","Gruyere","Gruyere","Australia","Missing[""NotAvailable""]"
"GZO","Gizo","Gizo","Solomon Islands",6154
"HAP","Long Island","Long Island","Australia","Missing[""NotAvailable""]"
"HBA","Hobart","Hobart","Australia",209287
"HBA","Hobart (AU)","Hobart (AU)","Australia",209287
"HCQ","Halls Creek","Halls Creek","Australia","Missing[""NotAvailable""]"
"HGD","Hughenden","Hughenden","Australia","Missing[""NotAvailable""]"
"HGU","Mount Hagen","Mount Hagen","Papua New Guinea",33623
"HHZ","Hikueru","Hikueru","French Polynesia",169
"HID","Horn Island","Horn Island","Australia","Missing[""NotAvailable""]"
"HIR","Honiara","Honiara","Solomon Islands",56298
"HIS","Hayman Island","Hayman Island","Australia","Missing[""NotAvailable""]"
"HIT","Hivaro","Hivaro","Papua New Guinea","Missing[""NotAvailable""]"
"HKK","Hokitika","Hokitika","New Zealand",3401
"HKN","Hoskins","Hoskins","Papua New Guinea",290
"HLT","Hamilton (AU)","Hamilton (AU)","Australia",8869
"HLZ","Hamilton (NZ)","Hamilton (NZ)","New Zealand",155259
"HLZ","Hamilton","Hamilton","New Zealand",155259
"HNN","Honinabi","Honinabi","Papua New Guinea","Missing[""NotAvailable""]"
"HOI","Hao Island","Hao Island","French Polynesia","Missing[""NotAvailable""]"
"HOI","Hao","Hao","French Polynesia",1232
"HOK","Hooker Creek","Hooker Creek","Australia","Missing[""NotAvailable""]"
"HPA","Ha'apai","Ha'apai","Tonga","Missing[""NotAvailable""]"
"HTI","Hamilton Island","Hamilton Island","Australia","Missing[""NotAvailable""]"
"HUB","Humbert River","Humbert River","Australia","Missing[""NotAvailable""]"
"HUH","Huahine","Huahine","French Polynesia","Missing[""NotAvailable""]"
"HVB","Hervey Bay","Hervey Bay","Australia",56165
"HYF","Hayfields","Hayfields","Papua New Guinea","Missing[""NotAvailable""]"
"IBI","Iboki","Iboki","Papua New Guinea","Missing[""NotAvailable""]"
"ICI","Cicia","Cicia","Fiji","Missing[""NotAvailable""]"
"ICI","Cicia Island","Cicia Island","Fiji","Missing[""NotAvailable""]"
"IDN","Indagen","Indagen","Papua New Guinea","Missing[""NotAvailable""]"
"IHU","Ihu","Ihu","Papua New Guinea","Missing[""NotAvailable""]"
"IIS","Nissan Island","Nissan Island","Papua New Guinea","Missing[""NotAvailable""]"
"ILP","Ile des Pins","Ile des Pins","New Caledonia",1840
"IMD","Imonda","Imonda","Papua New Guinea","Missing[""NotAvailable""]"
"IMI","Ine Island","Ine Island","Marshall Islands","Missing[""NotAvailable""]"
"INU","Nauru Island","Nauru Island","Nauru","Missing[""NotAvailable""]"
"IOK","Iokea","Iokea","Papua New Guinea","Missing[""NotAvailable""]"
"IOP","Ioma","Ioma","Papua New Guinea","Missing[""NotAvailable""]"
"IPA","Ipota","Ipota","Vanuatu","Missing[""NotAvailable""]"
"IRA","Kirakira","Kirakira","Solomon Islands",1122
"IRG","Lockhart River","Lockhart River","Australia","Missing[""NotAvailable""]"
"ISA","Mount Isa","Mount Isa","Australia",18857
"ITK","Itokama","Itokama","Papua New Guinea","Missing[""NotAvailable""]"
"IUE","Niue","Niue","Niue","Missing[""NotAvailable""]"
"IVC","Invercargill","Invercargill","New Zealand",46773
"IVR","Inverell","Inverell","Australia",8561
"IVW","Inverway","Inverway","Australia","Missing[""NotAvailable""]"
"JAQ","Jacquinot Bay","Jacquinot Bay","Papua New Guinea","Missing[""NotAvailable""]"
"JAT","Jabot","Jabot","Marshall Islands","Missing[""NotAvailable""]"
"JCK","Julia Creek","Julia Creek","Australia","Missing[""NotAvailable""]"
"JEJ","Jeh","Jeh","Marshall Islands",319
"JEJ","Jeh Island","Jeh Island","Marshall Islands","Missing[""NotAvailable""]"
"JHQ","Shute Harbour","Shute Harbour","Australia","Missing[""NotAvailable""]"
"JJA","Jajao","Jajao","Solomon Islands","Missing[""NotAvailable""]"
"JOP","Josephstaal","Josephstaal","Papua New Guinea","Missing[""NotAvailable""]"
"KAK","Kar","Kar","Papua New Guinea",100440
"KAQ","Kamulai","Kamulai","Papua New Guinea","Missing[""NotAvailable""]"
"KAT","Kaitaia","Kaitaia","New Zealand",5205
"KAX","Kalbarri","Kalbarri","Australia",1336
"KAY","Wakaya Island","Wakaya Island","Fiji","Missing[""NotAvailable""]"
"KBJ","Kings Canyon","Kings Canyon","Australia","Missing[""NotAvailable""]"
